AgentId,Motif_Orig,Motif_Dest,Duree_trajet,Motif_OD
1455019:car,shop,work,522,shop_work
1455019:car,work,home,84,work_home
1455019:car,work,shop,167,work_shop
1462109:car,home,other,1066,home_other
1462109:car,home,work,2,home_work
1462109:car,other,work,139,other_work
1462110:car,education,home,463,education_home
1462110:car,home,education,192,home_education
1467489:car,home,work,338,home_work
1467489:car,work,home,556,work_home
1470885:car,home,other,800,home_other
1470885:car,other,home,875,other_home
1470886:car,home,work,1467,home_work
1478688:car,home,leisure,135,home_leisure
1478688:car,leisure,home,170,leisure_home
1478883:car,home,shop,81,home_shop
1478883:car,shop,home,192,shop_home
1479264:car,home,leisure,149,home_leisure
1479264:car,leisure,work,25,leisure_work
1479264:car,work,home,139,work_home
1479266:car,home,work,1215,home_work
1479266:car,work,home,193,work_home
1479267:car,home,other,2,home_other
1479267:car,home,work,879,home_work
1479267:car,work,home,123,work_home
1484026:car,home,leisure,161,home_leisure
1484026:car,home,shop,691,home_shop
1484762:car,home,work,48,home_work
1484762:car,work,home,240,work_home
1487125:car,home,work,955,home_work
1487125:car,leisure,home,4,leisure_home
1487125:car,shop,work,5,shop_work
1487125:car,work,home,167,work_home
1487125:car,work,leisure,203,work_leisure
1487125:car,work,shop,32,work_shop
149099:car,home,work,74,home_work
149099:car,work,home,148,work_home
149100:car,home,other,233,home_other
149100:car,other,home,214,other_home
1491882:car,home,other,1199,home_other
1491882:car,other,shop,568,other_shop
1491882:car,shop,home,333,shop_home
1503771:car,home,shop,256,home_shop
1503771:car,shop,home,286,shop_home
1508034:car,home,work,527,home_work
1508035:car,home,work,39,home_work
1508035:car,other,home,228,other_home
1508035:car,shop,work,3,shop_work
1508035:car,work,other,389,work_other
1508035:car,work,shop,3,work_shop
1511142:car,home,work,1133,home_work
1511143:car,home,work,1348,home_work
1511437:car,home,work,534,home_work
1511437:car,work,home,614,work_home
1511439:car,education,home,151,education_home
1511439:car,home,education,83,home_education
1512774:car,home,work,6,home_work
1512774:car,work,home,255,work_home
1515808:car,home,shop,231,home_shop
1515808:car,shop,home,218,shop_home
1515809:car,home,other,55,home_other
1515809:car,home,work,124,home_work
1515809:car,other,work,228,other_work
1515809:car,work,home,427,work_home
1518378:car,home,work,350,home_work
1518378:car,work,home,320,work_home
1518379:car,home,work,17,home_work
1518379:car,work,home,275,work_home
1526045:car,home,other,36,home_other
1526045:car,other,work,408,other_work
1526045:car,work,home,362,work_home
1526461:car,home,work,19,home_work
1526461:car,work,home,108,work_home
1531215:car,home,home,523,home_home
1531215:car,home,work,114,home_work
1531215:car,work,shop,536,work_shop
1531216:car,home,other,5,home_other
1531216:car,leisure,work,1,leisure_work
1531216:car,other,work,723,other_work
1531216:car,work,home,341,work_home
1531216:car,work,leisure,2,work_leisure
1533743:car,home,shop,953,home_shop
1533743:car,shop,home,115,shop_home
1533743:car,shop,shop,22,shop_shop
1536397:car,home,leisure,968,home_leisure
1536398:car,home,other,722,home_other
1536398:car,other,home,47,other_home
1536398:car,work,home,11,work_home
153913:car,home,work,0,home_work
153913:car,work,home,246,work_home
153914:car,home,other,1,home_other
153914:car,leisure,work,3,leisure_work
153914:car,other,other,6,other_other
153914:car,other,work,56,other_work
153914:car,work,home,120,work_home
153914:car,work,leisure,105,work_leisure
154381:car,home,other,30,home_other
154381:car,home,shop,43,home_shop
154381:car,other,home,9,other_home
154381:car,shop,home,15,shop_home
1544188:car,home,shop,522,home_shop
1544188:car,home,work,208,home_work
1544189:car,home,work,203,home_work
1544189:car,leisure,work,209,leisure_work
1544189:car,work,home,359,work_home
1544189:car,work,leisure,44,work_leisure
1544737:car,home,work,1333,home_work
1545211:car,education,home,179,education_home
1545211:car,home,education,166,home_education
1546217:car,home,other,103,home_other
1546217:car,home,work,2,home_work
1546217:car,other,home,364,other_home
1546217:car,work,other,93,work_other
1546218:car,home,other,482,home_other
1546218:car,home,work,657,home_work
155827:car,home,shop,155,home_shop
155827:car,other,home,9,other_home
155827:car,shop,home,7,shop_home
155827:car,shop,other,21,shop_other
1559099:car,home,leisure,657,home_leisure
1559099:car,home,work,18,home_work
1559099:car,leisure,home,429,leisure_home
1559099:car,work,home,46,work_home
1569024:car,home,other,385,home_other
1569024:car,home,shop,251,home_shop
1569914:car,home,work,89,home_work
1569914:car,work,home,137,work_home
1571491:car,home,other,124,home_other
1571491:car,home,work,1242,home_work
1571491:car,leisure,home,269,leisure_home
1571491:car,other,home,97,other_home
1571491:car,work,home,387,work_home
1571491:car,work,leisure,77,work_leisure
1572282:car,home,work,699,home_work
1572282:car,work,home,208,work_home
1572460:car,home,work,155,home_work
1572460:car,work,home,264,work_home
1572461:car,home,work,91,home_work
1572461:car,work,home,538,work_home
1583769:car,home,shop,173,home_shop
1583769:car,shop,home,34,shop_home
1583770:car,home,work,99,home_work
1583770:car,leisure,home,396,leisure_home
1590955:car,home,work,27,home_work
1590955:car,work,home,101,work_home
1591341:car,other,home,80,other_home
1591341:car,work,home,589,work_home
1595303:car,home,leisure,425,home_leisure
1595303:car,leisure,home,37,leisure_home
1595304:car,home,work,357,home_work
1595304:car,work,home,233,work_home
1595305:car,home,other,113,home_other
1595305:car,home,work,1245,home_work
1595305:car,leisure,home,265,leisure_home
1595305:car,work,home,200,work_home
1595305:car,work,leisure,11,work_leisure
15997:car,home,work,16,home_work
15997:car,work,home,50,work_home
1600216:car,home,other,3,home_other
1600216:car,home,work,810,home_work
1600216:car,work,home,386,work_home
1600272:car,home,leisure,90,home_leisure
1600272:car,leisure,home,402,leisure_home
160253:car,education,home,58,education_home
160253:car,home,education,9,home_education
160254:car,home,work,17,home_work
160254:car,leisure,shop,14,leisure_shop
160254:car,shop,home,17,shop_home
160254:car,work,leisure,27,work_leisure
1610149:car,home,work,1032,home_work
1610357:car,home,work,114,home_work
1610357:car,work,home,384,work_home
1613389:car,home,shop,503,home_shop
1613389:car,home,work,481,home_work
1613391:car,home,other,196,home_other
1613391:car,home,work,733,home_work
1613391:car,other,work,191,other_work
1613392:car,home,leisure,304,home_leisure
1613392:car,home,shop,580,home_shop
1613393:car,home,work,165,home_work
1613393:car,work,home,439,work_home
1613394:car,home,work,162,home_work
1613394:car,work,home,952,work_home
1624875:car,home,other,448,home_other
1624875:car,home,work,678,home_work
1624875:car,work,home,589,work_home
1626475:car,home,leisure,534,home_leisure
1626475:car,home,work,401,home_work
1626475:car,leisure,home,246,leisure_home
1626475:car,leisure,leisure,22,leisure_leisure
1626476:car,home,work,39,home_work
1626476:car,work,home,192,work_home
1626477:car,home,leisure,371,home_leisure
1626477:car,leisure,home,117,leisure_home
1626477:car,leisure,other,138,leisure_other
1626477:car,other,home,159,other_home
1626477:car,other,other,5,other_other
1626478:car,home,work,102,home_work
1626478:car,work,home,172,work_home
1626479:car,home,leisure,70,home_leisure
1626479:car,home,other,199,home_other
1626479:car,leisure,home,348,leisure_home
1626479:car,other,home,156,other_home
1626479:car,other,other,190,other_other
1628170:car,home,work,808,home_work
1629383:car,home,work,897,home_work
1629383:car,other,home,151,other_home
1629383:car,other,work,43,other_work
1629383:car,work,other,156,work_other
1635853:car,home,leisure,3,home_leisure
1635853:car,home,work,1142,home_work
1635853:car,leisure,home,18,leisure_home
1637011:car,home,shop,49,home_shop
1637011:car,shop,home,123,shop_home
1637012:car,home,leisure,97,home_leisure
1637012:car,leisure,home,156,leisure_home
1637064:car,home,work,917,home_work
1637064:car,work,home,859,work_home
1639815:car,home,work,93,home_work
1639815:car,work,home,416,work_home
1645501:car,home,work,1251,home_work
1645501:car,work,home,136,work_home
1650827:car,home,work,266,home_work
1650827:car,work,home,392,work_home
1650828:car,home,shop,298,home_shop
1650828:car,home,work,673,home_work
1650828:car,shop,home,71,shop_home
1650828:car,work,home,597,work_home
1651413:car,home,leisure,1,home_leisure
1651413:car,leisure,home,2,leisure_home
1653474:car,home,other,152,home_other
1653474:car,other,home,394,other_home
1654192:car,home,other,120,home_other
1654192:car,home,work,231,home_work
1654192:car,other,home,363,other_home
1654192:car,other,other,149,other_other
1654192:car,work,home,126,work_home
1654195:car,home,work,973,home_work
1654195:car,work,home,712,work_home
1655118:car,home,leisure,354,home_leisure
1655118:car,home,work,56,home_work
1655118:car,leisure,home,86,leisure_home
1655118:car,work,home,8,work_home
1656692:car,home,other,386,home_other
1656692:car,home,shop,3,home_shop
1656692:car,other,home,385,other_home
1656692:car,shop,home,4,shop_home
1657681:car,home,work,1204,home_work
1657682:car,home,other,2,home_other
1657682:car,other,work,117,other_work
1657682:car,work,home,82,work_home
1662016:car,home,leisure,440,home_leisure
1662016:car,home,work,709,home_work
1662016:car,work,home,526,work_home
1662979:car,home,shop,3,home_shop
1662979:car,home,work,26,home_work
1662979:car,shop,home,20,shop_home
1662979:car,work,home,15,work_home
1665698:car,home,other,666,home_other
1665698:car,home,shop,3,home_shop
1665698:car,other,home,651,other_home
1665698:car,shop,home,96,shop_home
1665699:car,home,other,3,home_other
1665699:car,leisure,work,40,leisure_work
1665699:car,other,other,65,other_other
1665699:car,other,work,3,other_work
1665699:car,work,home,110,work_home
1665699:car,work,leisure,4,work_leisure
1677239:car,home,leisure,440,home_leisure
1677239:car,leisure,home,286,leisure_home
1677241:car,home,other,293,home_other
1677241:car,other,home,109,other_home
1679621:car,home,shop,1155,home_shop
1679621:car,shop,work,308,shop_work
1679621:car,work,home,608,work_home
1680443:car,home,other,396,home_other
1680443:car,home,work,2,home_work
1680443:car,other,home,20,other_home
1680443:car,other,other,283,other_other
1680443:car,other,shop,111,other_shop
1680443:car,shop,other,228,shop_other
1680723:car,home,leisure,206,home_leisure
1680723:car,home,shop,768,home_shop
1684647:car,home,work,1170,home_work
1685849:car,home,work,292,home_work
1685849:car,work,home,115,work_home
1687078:car,home,leisure,1,home_leisure
1687078:car,home,work,629,home_work
1687379:car,home,leisure,184,home_leisure
1687379:car,home,work,209,home_work
1687379:car,leisure,home,291,leisure_home
1687379:car,work,home,170,work_home
1687785:car,home,shop,146,home_shop
1687785:car,shop,home,407,shop_home
1687785:car,shop,shop,276,shop_shop
1688974:car,home,work,318,home_work
1688974:car,work,home,611,work_home
1688976:car,home,leisure,314,home_leisure
1688976:car,home,shop,730,home_shop
1696929:car,other,home,216,other_home
1696929:car,work,home,128,work_home
1699795:car,home,shop,374,home_shop
1699795:car,home,work,3,home_work
1699795:car,shop,home,76,shop_home
1699795:car,shop,other,413,shop_other
1701562:car,home,leisure,706,home_leisure
1701562:car,leisure,home,301,leisure_home
1701563:car,home,leisure,3,home_leisure
1701563:car,home,shop,128,home_shop
1701563:car,leisure,home,40,leisure_home
1701563:car,leisure,leisure,33,leisure_leisure
1701563:car,shop,home,96,shop_home
1703926:car,home,shop,4,home_shop
1703926:car,shop,home,21,shop_home
1706480:car,home,other,574,home_other
1706480:car,other,home,98,other_home
1706800:car,home,work,365,home_work
1706800:car,leisure,home,114,leisure_home
1706800:car,work,leisure,255,work_leisure
1717975:car,home,shop,759,home_shop
1717975:car,shop,home,15,shop_home
17202:car,home,other,14,home_other
17202:car,other,home,17,other_home
17202:car,shop,home,152,shop_home
17202:car,work,shop,1,work_shop
17203:car,home,other,27,home_other
17203:car,home,shop,0,home_shop
17203:car,other,home,27,other_home
17203:car,shop,home,9,shop_home
17203:car,shop,shop,39,shop_shop
1721784:car,home,other,424,home_other
1721785:car,home,work,1312,home_work
1721785:car,leisure,work,2,leisure_work
1721785:car,other,other,443,other_other
1721785:car,work,leisure,2,work_leisure
1721785:car,work,other,115,work_other
1723728:car,home,home,620,home_home
1723728:car,home,other,42,home_other
1723728:car,other,work,509,other_work
1732446:car,home,work,401,home_work
1732446:car,work,home,398,work_home
1732447:car,home,other,15,home_other
1732447:car,leisure,work,58,leisure_work
1732447:car,other,work,197,other_work
1732447:car,work,home,481,work_home
1732447:car,work,leisure,71,work_leisure
1733896:car,home,other,349,home_other
1733897:car,home,work,1141,home_work
1733898:car,home,work,1311,home_work
173677:car,home,leisure,78,home_leisure
173677:car,leisure,home,13,leisure_home
173677:car,leisure,shop,2,leisure_shop
173677:car,shop,home,4,shop_home
17399:car,home,leisure,435,home_leisure
17399:car,leisure,home,249,leisure_home
17400:car,home,other,4,home_other
17400:car,other,home,152,other_home
1742452:car,home,work,78,home_work
1742452:car,work,home,394,work_home
1742453:car,home,work,118,home_work
1742453:car,other,home,98,other_home
1742453:car,shop,work,84,shop_work
1742453:car,work,other,335,work_other
1742453:car,work,shop,115,work_shop
1744059:car,home,leisure,202,home_leisure
1744059:car,home,work,1399,home_work
1744059:car,work,home,531,work_home
1744060:car,home,leisure,264,home_leisure
1744060:car,home,shop,82,home_shop
1744060:car,leisure,shop,234,leisure_shop
1744060:car,shop,shop,126,shop_shop
1744061:car,home,leisure,202,home_leisure
1744061:car,leisure,home,251,leisure_home
1745797:car,home,work,707,home_work
1745797:car,work,home,571,work_home
1746896:car,home,other,12,home_other
1746896:car,home,work,528,home_work
1746896:car,other,work,360,other_work
1746896:car,work,leisure,105,work_leisure
1747060:car,home,work,566,home_work
1747060:car,work,home,536,work_home
1747104:car,education,home,37,education_home
1747104:car,home,education,153,home_education
174870:car,home,work,31,home_work
174870:car,work,home,163,work_home
1751294:car,home,other,357,home_other
1751294:car,other,home,302,other_home
1751296:car,home,work,1220,home_work
1751296:car,work,home,515,work_home
1754548:car,home,work,220,home_work
1754548:car,work,home,294,work_home
1754549:car,home,work,159,home_work
1754549:car,work,home,513,work_home
1759132:car,home,work,528,home_work
1759132:car,work,home,653,work_home
1759135:car,home,shop,1203,home_shop
1759135:car,shop,shop,126,shop_shop
1759135:car,shop,work,139,shop_work
1759135:car,work,shop,177,work_shop
1759213:car,home,work,55,home_work
1759213:car,work,home,87,work_home
1760487:car,home,other,182,home_other
1760487:car,other,work,864,other_work
1760487:car,work,home,116,work_home
1760489:car,home,other,402,home_other
1760489:car,home,shop,100,home_shop
1760489:car,other,home,440,other_home
1760489:car,shop,home,197,shop_home
1762353:car,home,leisure,347,home_leisure
1762353:car,home,shop,559,home_shop
1762353:car,shop,work,127,shop_work
1762353:car,work,home,7,work_home
1765148:car,home,work,185,home_work
1765148:car,work,home,213,work_home
1765367:car,home,work,6,home_work
1765367:car,work,home,202,work_home
1765368:car,home,work,1117,home_work
1765368:car,work,home,987,work_home
1768989:car,home,work,1417,home_work
1768990:car,home,work,790,home_work
1768990:car,work,home,891,work_home
1774349:car,home,shop,100,home_shop
1774349:car,home,work,119,home_work
1774349:car,shop,work,83,shop_work
1774349:car,work,home,879,work_home
1774350:car,home,other,262,home_other
1774350:car,other,home,120,other_home
1774350:car,other,work,500,other_work
1774350:car,work,other,154,work_other
1781006:car,home,work,100,home_work
1781006:car,work,home,130,work_home
1788743:car,home,shop,19,home_shop
1788743:car,shop,home,106,shop_home
1789204:car,home,shop,23,home_shop
1789204:car,shop,home,38,shop_home
1789205:car,home,work,58,home_work
1789205:car,work,home,227,work_home
1799474:car,home,work,291,home_work
1799474:car,leisure,work,55,leisure_work
1799474:car,work,home,310,work_home
1799474:car,work,leisure,265,work_leisure
1801045:car,home,work,1234,home_work
1801045:car,work,home,1079,work_home
1803129:car,home,work,485,home_work
1803129:car,work,home,102,work_home
1808234:car,home,work,420,home_work
1808234:car,work,home,273,work_home
1808235:car,home,work,1253,home_work
1808236:car,home,work,1074,home_work
1808236:car,work,home,250,work_home
1808238:car,home,work,207,home_work
1808238:car,work,home,455,work_home
1808661:car,home,other,372,home_other
1808661:car,other,work,461,other_work
1808661:car,work,home,132,work_home
1811056:car,home,work,31,home_work
1811056:car,work,home,8,work_home
182302:car,home,leisure,3,home_leisure
182302:car,leisure,home,4,leisure_home
1823282:car,home,leisure,895,home_leisure
1824393:car,home,work,43,home_work
1824393:car,work,home,158,work_home
1827135:car,home,leisure,452,home_leisure
1827135:car,home,work,2,home_work
1829200:car,home,shop,189,home_shop
1829200:car,home,work,1367,home_work
1829200:car,work,home,142,work_home
1829201:car,home,leisure,434,home_leisure
1829201:car,home,shop,186,home_shop
1829201:car,leisure,home,3,leisure_home
1829201:car,leisure,leisure,453,leisure_leisure
1829201:car,leisure,other,43,leisure_other
1829201:car,other,home,3,other_home
1829201:car,shop,home,24,shop_home
1829329:car,home,shop,390,home_shop
1829329:car,home,work,750,home_work
1829330:car,home,work,1076,home_work
1834414:car,home,shop,3,home_shop
1834414:car,shop,home,55,shop_home
1834415:car,home,leisure,8,home_leisure
1834415:car,home,work,202,home_work
1834415:car,leisure,home,91,leisure_home
1834415:car,work,home,232,work_home
1834842:car,home,leisure,311,home_leisure
1834842:car,home,shop,8,home_shop
1834842:car,leisure,home,655,leisure_home
1834842:car,shop,home,64,shop_home
1834843:car,home,leisure,1030,home_leisure
1835387:car,home,work,38,home_work
1835387:car,work,home,327,work_home
1835470:car,home,leisure,24,home_leisure
1835470:car,home,work,660,home_work
1835470:car,work,other,420,work_other
1835471:car,home,work,102,home_work
1835471:car,shop,home,366,shop_home
1835471:car,work,shop,208,work_shop
1836598:car,home,leisure,366,home_leisure
1836598:car,leisure,home,141,leisure_home
1837748:car,home,work,211,home_work
1837748:car,work,home,155,work_home
1840100:car,home,other,484,home_other
1840100:car,home,shop,527,home_shop
1840100:car,other,home,243,other_home
1851361:car,home,shop,692,home_shop
1851361:car,shop,home,608,shop_home
1851361:car,shop,shop,82,shop_shop
1855090:car,home,shop,130,home_shop
1855090:car,shop,home,99,shop_home
1857987:car,home,other,587,home_other
1857987:car,home,work,649,home_work
1857988:car,home,work,298,home_work
1857988:car,work,home,307,work_home
1859255:car,home,leisure,509,home_leisure
1859255:car,leisure,home,6,leisure_home
186204:car,home,leisure,26,home_leisure
186204:car,home,work,5,home_work
186204:car,leisure,home,28,leisure_home
186204:car,work,home,36,work_home
1862052:car,home,shop,206,home_shop
1862052:car,shop,home,40,shop_home
1865124:car,home,other,379,home_other
1865124:car,other,home,258,other_home
1865126:car,shop,home,48,shop_home
1865126:car,shop,shop,279,shop_shop
1866507:car,home,other,680,home_other
1866507:car,other,home,585,other_home
1867773:car,home,other,101,home_other
1867773:car,other,home,551,other_home
1871208:car,home,leisure,351,home_leisure
1871208:car,home,other,262,home_other
1871208:car,home,work,410,home_work
1871208:car,work,home,400,work_home
1874880:car,home,leisure,546,home_leisure
1874880:car,leisure,shop,559,leisure_shop
1874880:car,shop,home,44,shop_home
1879017:car,home,shop,107,home_shop
1879017:car,home,work,96,home_work
1879017:car,shop,home,4,shop_home
1879017:car,shop,work,360,shop_work
1879017:car,work,home,1,work_home
1879017:car,work,shop,4,work_shop
1879403:car,home,shop,99,home_shop
1879403:car,shop,home,88,shop_home
1879404:car,home,leisure,306,home_leisure
1879404:car,home,shop,314,home_shop
1879404:car,leisure,home,61,leisure_home
1879404:car,shop,home,37,shop_home
1879550:car,home,work,1382,home_work
1879550:car,work,home,46,work_home
1883898:car,home,leisure,2,home_leisure
1883898:car,leisure,home,2,leisure_home
1883926:car,home,leisure,38,home_leisure
1883926:car,home,other,45,home_other
1883926:car,leisure,home,588,leisure_home
1887455:car,home,leisure,4,home_leisure
1887455:car,home,shop,3,home_shop
1887455:car,leisure,shop,8,leisure_shop
1887455:car,shop,home,507,shop_home
1887455:car,shop,shop,3,shop_shop
1887456:car,home,leisure,12,home_leisure
1887456:car,leisure,home,58,leisure_home
1887457:car,home,work,392,home_work
1887457:car,other,work,4,other_work
1887457:car,shop,home,3,shop_home
1887457:car,work,home,8,work_home
1887457:car,work,other,2,work_other
1887457:car,work,shop,19,work_shop
1889940:car,home,work,769,home_work
1889940:car,work,home,609,work_home
1892231:car,home,work,8,home_work
1892231:car,other,home,10,other_home
1892231:car,shop,work,3,shop_work
1892231:car,work,other,6,work_other
1892231:car,work,shop,3,work_shop
1892232:car,home,other,10,home_other
1892232:car,home,work,9,home_work
1892232:car,other,home,20,other_home
1892232:car,other,other,28,other_other
1892232:car,work,home,12,work_home
1893606:car,home,work,37,home_work
1893606:car,work,home,6,work_home
1893607:car,home,shop,107,home_shop
1893607:car,shop,home,8,shop_home
1896233:car,home,shop,11,home_shop
1896233:car,shop,home,12,shop_home
1896234:car,home,other,34,home_other
1896234:car,other,home,94,other_home
1899922:car,home,work,4,home_work
1899922:car,work,home,3,work_home
1901049:car,home,leisure,189,home_leisure
1901049:car,leisure,home,79,leisure_home
1901049:car,leisure,shop,4,leisure_shop
1901049:car,shop,home,5,shop_home
1901050:car,education,leisure,4,education_leisure
1901050:car,leisure,home,8,leisure_home
1903365:car,home,shop,1,home_shop
1903365:car,shop,home,0,shop_home
1903365:car,shop,shop,1,shop_shop
1903366:car,home,work,1,home_work
1903366:car,work,home,2,work_home
1906153:car,home,shop,17,home_shop
1906153:car,shop,home,20,shop_home
1911840:car,home,shop,23,home_shop
1911840:car,shop,home,17,shop_home
1911840:car,shop,shop,9,shop_shop
1911992:car,home,other,46,home_other
1911992:car,home,work,18,home_work
1911992:car,other,work,2,other_work
1911992:car,work,home,304,work_home
1911993:car,home,leisure,0,home_leisure
1911993:car,leisure,other,53,leisure_other
1911993:car,other,home,17,other_home
1915137:car,home,other,235,home_other
1915137:car,other,home,332,other_home
1915138:car,work,home,7,work_home
1924188:car,home,leisure,10,home_leisure
1924188:car,leisure,home,18,leisure_home
1924659:car,home,other,1,home_other
1924659:car,home,work,19,home_work
1924659:car,other,work,5,other_work
1924659:car,work,home,257,work_home
1924660:car,home,work,15,home_work
1924660:car,work,home,18,work_home
1927973:car,home,other,5,home_other
1927973:car,other,work,10,other_work
1927973:car,work,home,42,work_home
1932620:car,home,leisure,434,home_leisure
1932620:car,leisure,other,15,leisure_other
1932620:car,other,home,12,other_home
1932931:car,home,shop,3,home_shop
1932931:car,shop,home,3,shop_home
1934313:car,home,work,312,home_work
1934313:car,work,home,299,work_home
1934314:car,home,other,7,home_other
1934315:car,home,other,14,home_other
1934315:car,home,work,44,home_work
1934315:car,other,home,76,other_home
1934315:car,other,other,20,other_other
1934315:car,work,home,94,work_home
1941757:car,home,leisure,35,home_leisure
1941757:car,home,other,6,home_other
1941757:car,leisure,home,36,leisure_home
1941757:car,other,home,6,other_home
1941758:car,home,work,230,home_work
1941758:car,work,home,110,work_home
1948290:car,home,shop,81,home_shop
1948290:car,home,work,29,home_work
1948290:car,shop,home,18,shop_home
1948290:car,shop,work,4,shop_work
1948290:car,work,home,163,work_home
1948290:car,work,shop,22,work_shop
1950686:car,home,shop,6,home_shop
1950686:car,shop,home,31,shop_home
1956104:car,home,work,75,home_work
1956104:car,work,home,152,work_home
1957345:car,home,leisure,316,home_leisure
1957345:car,leisure,home,26,leisure_home
1957345:car,leisure,shop,101,leisure_shop
1957345:car,shop,home,11,shop_home
1963857:car,home,other,4,home_other
1963857:car,home,shop,9,home_shop
1963857:car,home,work,1,home_work
1963857:car,other,home,92,other_home
1963857:car,shop,home,32,shop_home
1963857:car,work,home,1,work_home
1963860:car,home,shop,4,home_shop
1963860:car,leisure,home,22,leisure_home
1963860:car,other,leisure,6,other_leisure
1963860:car,shop,other,10,shop_other
1967491:car,home,leisure,4,home_leisure
1967491:car,home,shop,289,home_shop
1967491:car,home,work,0,home_work
1967491:car,leisure,other,3,leisure_other
1967491:car,other,home,4,other_home
1967491:car,shop,home,398,shop_home
1967492:car,home,leisure,7,home_leisure
1967492:car,home,shop,301,home_shop
1967492:car,leisure,shop,72,leisure_shop
1967492:car,shop,home,634,shop_home
1972995:car,home,shop,187,home_shop
1972995:car,shop,home,44,shop_home
1972996:car,home,leisure,289,home_leisure
1972996:car,leisure,home,438,leisure_home
1972997:car,home,other,266,home_other
1972998:car,education,home,164,education_home
1972998:car,home,leisure,3,home_leisure
1972998:car,home,other,949,home_other
1972998:car,other,education,3,other_education
1978688:car,home,other,473,home_other
1978688:car,other,home,557,other_home
1978689:car,home,leisure,0,home_leisure
1978689:car,home,shop,21,home_shop
1978689:car,leisure,home,2,leisure_home
1978689:car,shop,home,8,shop_home
1978701:car,home,shop,4,home_shop
1978701:car,home,work,22,home_work
1978701:car,leisure,home,4,leisure_home
1978701:car,shop,leisure,2,shop_leisure
1978701:car,work,home,109,work_home
1978702:car,home,shop,154,home_shop
1978702:car,home,work,103,home_work
1978702:car,other,shop,14,other_shop
1978702:car,shop,home,97,shop_home
1978702:car,shop,other,59,shop_other
1978702:car,work,home,62,work_home
1978703:car,home,work,4,home_work
1978703:car,work,home,77,work_home
1980538:car,home,leisure,24,home_leisure
1980538:car,leisure,home,7,leisure_home
1980538:car,leisure,other,55,leisure_other
1980538:car,other,leisure,14,other_leisure
1980538:car,other,shop,4,other_shop
1980538:car,shop,other,4,shop_other
1981462:car,home,work,5,home_work
1981462:car,leisure,shop,28,leisure_shop
1981462:car,shop,home,8,shop_home
1981462:car,work,leisure,25,work_leisure
1987314:car,home,leisure,27,home_leisure
1987314:car,leisure,home,32,leisure_home
1990889:car,home,other,26,home_other
1990889:car,other,home,27,other_home
1991089:car,home,leisure,15,home_leisure
1991089:car,leisure,home,15,leisure_home
1995716:car,education,home,54,education_home
1995716:car,home,other,566,home_other
1995716:car,other,education,123,other_education
1995716:car,other,home,190,other_home
1995718:car,home,other,380,home_other
1995718:car,other,home,388,other_home
1995719:car,education,home,167,education_home
1995719:car,home,education,16,home_education
1999556:car,home,leisure,21,home_leisure
1999556:car,leisure,home,60,leisure_home
1999857:car,home,other,6,home_other
1999857:car,home,work,4,home_work
1999857:car,other,home,33,other_home
1999857:car,shop,home,6,shop_home
1999857:car,work,shop,40,work_shop
1999858:car,home,leisure,6,home_leisure
1999858:car,leisure,home,7,leisure_home
2001156:car,home,work,47,home_work
2001156:car,work,home,93,work_home
2001158:car,home,work,99,home_work
2001158:car,work,home,62,work_home
2002977:car,home,shop,23,home_shop
2002977:car,shop,home,23,shop_home
2002978:car,home,other,146,home_other
2002978:car,other,home,116,other_home
2002979:car,home,other,11,home_other
2002979:car,other,home,2,other_home
2002979:car,other,work,105,other_work
2002979:car,shop,other,29,shop_other
2002979:car,work,shop,31,work_shop
2004642:car,home,leisure,38,home_leisure
2004642:car,leisure,shop,291,leisure_shop
2004642:car,other,home,131,other_home
2004642:car,shop,other,3,shop_other
2009135:car,home,work,18,home_work
2009135:car,work,home,127,work_home
2009137:car,education,home,2,education_home
2009137:car,home,other,602,home_other
2009137:car,other,education,31,other_education
2009137:car,other,home,83,other_home
2009138:car,home,other,47,home_other
2009138:car,home,work,7,home_work
2009138:car,other,home,18,other_home
2009138:car,other,other,25,other_other
2009138:car,work,home,7,work_home
2009382:car,home,work,635,home_work
2009382:car,work,home,584,work_home
2011545:car,home,leisure,18,home_leisure
2011545:car,leisure,home,14,leisure_home
201201:car,home,leisure,19,home_leisure
201201:car,home,shop,4,home_shop
201201:car,leisure,home,20,leisure_home
201201:car,shop,home,5,shop_home
201247:car,home,work,20,home_work
201247:car,work,home,21,work_home
2018973:car,home,shop,23,home_shop
2018973:car,shop,home,60,shop_home
2018974:car,home,work,46,home_work
2018974:car,work,home,79,work_home
2018977:car,home,leisure,7,home_leisure
2018977:car,home,other,712,home_other
2018977:car,home,work,48,home_work
2018977:car,leisure,home,4,leisure_home
2018977:car,other,home,704,other_home
202270:car,home,work,324,home_work
202270:car,work,home,446,work_home
202301:car,home,leisure,7,home_leisure
202301:car,home,shop,218,home_shop
202301:car,leisure,home,126,leisure_home
202301:car,shop,home,107,shop_home
202302:car,home,leisure,6,home_leisure
202302:car,home,shop,21,home_shop
202302:car,leisure,home,44,leisure_home
202302:car,shop,home,6,shop_home
2028122:car,home,work,20,home_work
2028122:car,work,home,22,work_home
2028123:car,home,work,45,home_work
2028123:car,work,home,46,work_home
2028124:car,home,work,43,home_work
2028124:car,shop,home,11,shop_home
2028124:car,work,shop,54,work_shop
2029078:car,home,shop,35,home_shop
2029078:car,shop,home,36,shop_home
2029079:car,home,work,8,home_work
